Date : 2026-06-01 09:50:49
Directory : /home/developer/projects/open-navigator
Total : 159 files,  5268 codes, 1749 comments, 888 blanks, all 7905 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/developer/projects/open-navigator/.github/workflows/ci-build-test.yml                                                                  | YAML               |          0 |          3 |          0 |          3 |
| /home/developer/projects/open-navigator/.pre-commit-config.yaml                                                                              | YAML               |         13 |          6 |          3 |         22 |
| /home/developer/projects/open-navigator/CITATIONS.md                                                                                         | Markdown           |         78 |          0 |         26 |        104 |
| /home/developer/projects/open-navigator/CLAUDE.md                                                                                            | Markdown           |          3 |          0 |          0 |          3 |
| /home/developer/projects/open-navigator/api/batch_jobs/batch_job_db.py                                                                       | Python             |         10 |         92 |          0 |        102 |
| /home/developer/projects/open-navigator/api/models.py                                                                                        | Python             |        -34 |          3 |        -14 |        -45 |
| /home/developer/projects/open-navigator/api/routes/batch_jobs.py                                                                             | Python             |          5 |          3 |          2 |         10 |
| /home/developer/projects/open-navigator/api/routes/bills.py                                                                                  | Python             |       -294 |       -558 |        -42 |       -894 |
| /home/developer/projects/open-navigator/api/routes/bills_neon.py                                                                             | Python             |          0 |          4 |          0 |          4 |
| /home/developer/projects/open-navigator/api/routes/search_postgres.py                                                                        | Python             |         14 |          9 |          1 |         24 |
| /home/developer/projects/open-navigator/api/routes/social.py                                                                                 | Python             |         61 |         20 |          0 |         81 |
| /home/developer/projects/open-navigator/api/routes/trending.py                                                                               | Python             |          0 |          1 |          0 |          1 |
| /home/developer/projects/open-navigator/dbt_project/analyses/audit_mdm_keys.sql                                                              | MS SQL             |         65 |          9 |         10 |         84 |
| /home/developer/projects/open-navigator/dbt_project/macros/address_match_key.sql                                                             | MS SQL             |         11 |         15 |          1 |         27 |
| /home/developer/projects/open-navigator/dbt_project/macros/canonical_org_type.sql                                                            | MS SQL             |         13 |          9 |          1 |         23 |
| /home/developer/projects/open-navigator/dbt_project/macros/classify_name_entity_type.sql                                                     | MS SQL             |         10 |          9 |          1 |         20 |
| /home/developer/projects/open-navigator/dbt_project/macros/display_org_name.sql                                                              | MS SQL             |          6 |          9 |          1 |         16 |
| /home/developer/projects/open-navigator/dbt_project/macros/enable_mdm_extensions.sql                                                         | MS SQL             |          9 |         15 |          1 |         25 |
| /home/developer/projects/open-navigator/dbt_project/macros/event_extractions.sql                                                             | MS SQL             |         23 |          6 |          2 |         31 |
| /home/developer/projects/open-navigator/dbt_project/macros/name_phonetic_first.sql                                                           | MS SQL             |          8 |          8 |          1 |         17 |
| /home/developer/projects/open-navigator/dbt_project/macros/name_phonetic_key.sql                                                             | MS SQL             |          8 |         11 |          1 |         20 |
| /home/developer/projects/open-navigator/dbt_project/macros/normalize_address.sql                                                             | MS SQL             |         32 |         17 |          1 |         50 |
| /home/developer/projects/open-navigator/dbt_project/macros/normalize_org_name.sql                                                            | MS SQL             |         21 |          8 |          1 |         30 |
| /home/developer/projects/open-navigator/dbt_project/macros/normalize_person_name.sql                                                         | MS SQL             |         32 |         13 |          1 |         46 |
| /home/developer/projects/open-navigator/dbt_project/macros/zip5.sql                                                                          | MS SQL             |          9 |          6 |          1 |         16 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_event_youtube.sql                                                   | MS SQL             |         41 |         20 |         15 |         76 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_events_youtube.sql                                                  | MS SQL             |        -41 |        -20 |        -15 |        -76 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/_intermediate.yml                                                    | YAML               |         27 |          0 |          1 |         28 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/_schema_int_events_localview_enriched.yml                            | YAML               |         49 |          0 |          3 |         52 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_990_officers__org_linked.sql                                     | MS SQL             |         61 |         26 |          6 |         93 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_addresses__clustered.sql                                         | MS SQL             |          5 |         12 |          3 |         20 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_addresses__unioned.sql                                           | MS SQL             |         24 |         16 |          4 |         44 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_events_civicsearch__localview_xref.sql                           | MS SQL             |         47 |         12 |          9 |         68 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_events_localview_enriched.sql                                    | MS SQL             |         66 |         24 |          7 |         97 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_organizations__clustered.sql                                     | MS SQL             |         14 |         11 |          3 |         28 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_organizations__unioned.sql                                       | MS SQL             |         33 |         17 |          4 |         54 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_persons__clustered.sql                                           | MS SQL             |          8 |         20 |          3 |         31 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_persons__unioned.sql                                             | MS SQL             |         39 |         23 |          4 |         66 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_tags__closure.sql                                                | MS SQL             |         28 |         23 |          8 |         59 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_tags__unified.sql                                                | MS SQL             |         70 |         22 |         10 |        102 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/_mdm_marts.yml                                                              | YAML               |        454 |          0 |         11 |        465 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/_schema_event.yml                                                           | YAML               |        186 |          0 |          4 |        190 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/_schema_event_extractions.yml                                               | YAML               |         12 |          0 |          0 |         12 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/_schema_localview_events.yml                                                | YAML               |        -49 |          0 |         -3 |        -52 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/_schema_mdm_organization_nonprofit.yml                                      | YAML               |         97 |          0 |          2 |         99 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/_schema_tags.yml                                                            | YAML               |        188 |          0 |          4 |        192 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/dq_jurisdiction_mapping_summary.sql                                         | MS SQL             |         52 |          9 |          3 |         64 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/dq_jurisdiction_mapping_summary_by_acs_income_level.sql                     | MS SQL             |         54 |          5 |          3 |         62 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/dq_jurisdiction_mapping_summary_by_acs_population_tier.sql                  | MS SQL             |         54 |          5 |          3 |         62 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/dq_jurisdiction_mapping_summary_municipality_places.sql                     | MS SQL             |         54 |         11 |          3 |         68 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/event.sql                                                                   | MS SQL             |          6 |          8 |          1 |         15 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary.sql                                    | MS SQL             |        -52 |         -9 |         -3 |        -64 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary_by_acs_income_level.sql                | MS SQL             |        -54 |         -5 |         -3 |        -62 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary_by_acs_population_tier.sql             | MS SQL             |        -54 |         -5 |         -3 |        -62 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary_municipality_places.sql                | MS SQL             |        -54 |        -11 |         -3 |        -68 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/localview_events.sql                                                        | MS SQL             |        -66 |        -22 |         -7 |        -95 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_address.sql                                                             | MS SQL             |         48 |         10 |          7 |         65 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_bridge_address_county.sql                                               | MS SQL             |         28 |         14 |          5 |         47 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_bridge_address_xref.sql                                                 | MS SQL             |          9 |         11 |          3 |         23 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_bridge_event_analysis.sql                                               | MS SQL             |         48 |         29 |          6 |         83 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_bridge_event_source.sql                                                 | MS SQL             |         56 |         16 |          7 |         79 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_bridge_org_address.sql                                                  | MS SQL             |         48 |         20 |          6 |         74 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_bridge_person_address.sql                                               | MS SQL             |         23 |         17 |          5 |         45 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_bridge_person_organization.sql                                          | MS SQL             |         28 |         13 |          3 |         44 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_organization.sql                                                        | MS SQL             |        139 |         37 |         13 |        189 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_organization_nonprofit.sql                                              | MS SQL             |         85 |         19 |          8 |        112 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_person.sql                                                              | MS SQL             |         33 |         29 |          3 |         65 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/mdm_person_source_link.sql                                                  | MS SQL             |         45 |         13 |          6 |         64 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/organization_nonprofit.sql                                                  | MS SQL             |       -159 |        -17 |         -6 |       -182 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/pending_mdm_person.sql                                                      | MS SQL             |         69 |         23 |          8 |        100 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/tag.sql                                                                     | MS SQL             |         31 |         13 |          6 |         50 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/tag_closure.sql                                                             | MS SQL             |          7 |         14 |          3 |         24 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/tag_organization.sql                                                        | MS SQL             |         52 |         21 |          9 |         82 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/_schema_stg_civicsearch.yml                                               | YAML               |        105 |          0 |          3 |        108 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/_staging.yml                                                              | YAML               |        288 |          1 |          3 |        292 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_990_officers.sql                                                      | MS SQL             |         27 |         16 |          4 |         47 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_bronze_event_youtube_transcript.sql                                   | MS SQL             |         65 |         21 |         17 |        103 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_bronze_events_text_ai.sql                                             | MS SQL             |        -47 |        -20 |        -16 |        -83 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_civicsearch__event.sql                                                | MS SQL             |         56 |         14 |          8 |         78 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_civicsearch__snippet.sql                                              | MS SQL             |         40 |         12 |          7 |         59 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_contributions__person.sql                                             | MS SQL             |         57 |         18 |          8 |         83 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_irs__org.sql                                                          | MS SQL             |         22 |         14 |          4 |         40 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_jurisdictions__org.sql                                                | MS SQL             |         21 |          7 |          4 |         32 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_locations__address.sql                                                | MS SQL             |         35 |         14 |         13 |         62 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_locations__org.sql                                                    | MS SQL             |         21 |          6 |          4 |         31 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_nccs__org.sql                                                         | MS SQL             |         21 |          6 |          4 |         31 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_openstates__person.sql                                                | MS SQL             |         33 |         16 |         11 |         60 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_orgs_ai__org.sql                                                      | MS SQL             |         21 |          5 |          4 |         30 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_osf_ledb__person.sql                                                  | MS SQL             |         47 |         14 |          8 |         69 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_parcels__address.sql                                                  | MS SQL             |         36 |         14 |         13 |         63 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_parcels__org.sql                                                      | MS SQL             |         28 |         18 |          5 |         51 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_parcels__person.sql                                                   | MS SQL             |         54 |         17 |         13 |         84 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_persons_ai__person.sql                                                | MS SQL             |         34 |         15 |         11 |         60 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_places__address.sql                                                   | MS SQL             |         36 |         13 |         13 |         62 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_schools__org.sql                                                      | MS SQL             |         21 |          6 |          4 |         31 |
| /home/developer/projects/open-navigator/dbt_project/tests/assert_tag_closure_self_rows.sql                                                   | MS SQL             |          7 |          3 |          2 |         12 |
| /home/developer/projects/open-navigator/packages/core-lib/src/core_lib/http/client.py                                                        | Python             |          0 |          7 |          0 |          7 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/088_rename_bronze_schools_nces_to_jurisdictions_schools.sql | MS SQL             |         12 |         19 |          7 |         38 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/089_drop_public_organization_location.sql                   | MS SQL             |          9 |         19 |          5 |         33 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/090_rename_bill_map_aggregate_to_rpt.sql                    | MS SQL             |         10 |          7 |          6 |         23 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/091_replace_cause_ntee_with_tag.sql                         | MS SQL             |         48 |         12 |         10 |         70 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/092_backfill_text_ai_from_localview_captions.sql            | MS SQL             |         37 |         38 |          4 |         79 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/092_consolidate_org_serving_into_mdm.sql                    | MS SQL             |          9 |         11 |          5 |         25 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/093_migrate_org_follows_to_mdm.sql                          | MS SQL             |         38 |         24 |         14 |         76 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/094_drop_mdm_person_preview.sql                             | MS SQL             |          3 |         14 |          4 |         21 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/095_create_bronze_events_civicsearch.sql                    | MS SQL             |         37 |         21 |         12 |         70 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/097_create_bronze_events_civicsearch_schools.sql            | MS SQL             |         38 |         24 |         12 |         74 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/098_text_ai_localview_meeting_metadata.sql                  | MS SQL             |         80 |         65 |          6 |        151 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/099_migrate_cause_follows_to_tag.sql                        | MS SQL             |         27 |         23 |          7 |         57 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/100_rename_c1_to_civic_and_add_keys.sql                     | MS SQL             |        161 |        100 |         23 |        284 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/101_create_bronze_events_civicsearch_topic.sql              | MS SQL             |         37 |         30 |         13 |         80 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/102_rename_youtube_tables_and_merge.sql                     | MS SQL             |        197 |         95 |         17 |        309 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/103_promote_civicsearch_to_bronze_event_youtube.sql         | MS SQL             |         39 |         32 |          4 |         75 |
| /home/developer/projects/open-navigator/packages/hosting/src/hosting/neon/migrate.py                                                         | Python             |         10 |          3 |          1 |         14 |
| /home/developer/projects/open-navigator/packages/hosting/src/hosting/neon/schema.sql                                                         | MS SQL             |        -12 |          2 |         -2 |        -12 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/civicsearch/__init__.py                                             | Python             |          0 |          6 |          1 |          7 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/civicsearch/events.py                                               | Python             |         86 |        171 |         14 |        271 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/civicsearch/topics.py                                               | Python             |         39 |        135 |         11 |        185 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/everyorg/causes.py                                                  | Python             |          1 |          0 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/mdm/__init__.py                                                     | Python             |         11 |         15 |          8 |         34 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/mdm/__main__.py                                                     | Python             |         26 |          1 |         10 |         37 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/mdm/db.py                                                           | Python             |         17 |         14 |         11 |         42 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/mdm/linker.py                                                       | Python             |        124 |         52 |         27 |        203 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/mdm/settings.py                                                     | Python             |         89 |         39 |          7 |        135 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/nces/schools.py                                                     | Python             |         63 |         18 |         16 |         97 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/openstates/README.md                                                | Markdown           |         -3 |          0 |         -1 |         -4 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/openstates/aggregate_bills_from_postgres.py                         | Python             |       -241 |       -170 |        -33 |       -444 |
| /home/developer/projects/open-navigator/packages/ingestion/src/ingestion/publication/gold/aggregate_bill_statistics.py                       | Python             |       -117 |        -34 |        -39 |       -190 |
| /home/developer/projects/open-navigator/packages/ingestion/tests/test_civicsearch_events_pipeline.py                                         | Python             |         98 |          4 |         23 |        125 |
| /home/developer/projects/open-navigator/packages/ingestion/tests/test_civicsearch_topics_pipeline.py                                         | Python             |         72 |          2 |         23 |         97 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/civicsearch/__init__.py                                               | Python             |          0 |         12 |          1 |         13 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/civicsearch/client.py                                                 | Python             |         78 |         48 |         13 |        139 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/civicsearch/harvest.py                                                | Python             |        441 |        181 |         53 |        675 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/civicsearch/topics.py                                                 | Python             |        126 |         50 |         28 |        204 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/load_jurisdictions_wikidata_colab.ipynb                      | JSON               |        -72 |          0 |          0 |        -72 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/wikidata_fips_gnis_extract_colab.ipynb                       | JSON               |         40 |          0 |          1 |         41 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/backfill_transcripts.py                                       | Python             |        142 |         86 |         22 |        250 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/download_audio_colab.ipynb                                    | JSON               |       -544 |          0 |          1 |       -543 |
| /home/developer/projects/open-navigator/packages/scrapers/tests/test_civicsearch_harvest.py                                                  | Python             |        226 |         25 |         67 |        318 |
| /home/developer/projects/open-navigator/packages/scrapers/tests/test_civicsearch_topics.py                                                   | Python             |         36 |          6 |         12 |         54 |
| /home/developer/projects/open-navigator/r/local_view/map.R                                                                                   | R                  |        168 |         39 |         29 |        236 |
| /home/developer/projects/open-navigator/r/local_view/stats.R                                                                                 | R                  |         54 |          8 |         18 |         80 |
| /home/developer/projects/open-navigator/r/local_view/supplementary.R                                                                         | R                  |        192 |         19 |         34 |        245 |
| /home/developer/projects/open-navigator/r/local_view/tables.R                                                                                | R                  |        131 |         28 |         36 |        195 |
| /home/developer/projects/open-navigator/scripts/enrichment/regen_simple.py                                                                   | Python             |        -12 |         -6 |         -5 |        -23 |
| /home/developer/projects/open-navigator/scripts/run_civicsearch_harvest_supervised.sh                                                        | Shell Script       |         30 |         10 |          4 |         44 |
| /home/developer/projects/open-navigator/scripts/run_civicsearch_land_periodic.sh                                                             | Shell Script       |         24 |         13 |          6 |         43 |
| /home/developer/projects/open-navigator/tests/test_core_lib_http_client.py                                                                   | Python             |          0 |          4 |          0 |          4 |
